DRE;CODESC;TIPOESC;NOMES;DESLOC;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;DISTRITO;CDIST;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
CS;501669;MOVA;ESPACO DE FORMACAO ASSESSORIA E DOCUMENTACAO III;ESPACO DE FORMACAO ASSESSORIA E DOCUMENTACAO III;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;ESTRADA CANAL DE COCAIA;2905;PARQUE RESIDENCIAL COCAIA;4849032;;;;Ativa;GRAJAU;30;3013;NA;NA;NA;;22/01/2021;82021;22/01/2021;10/06/2024;;;ESPACO FORM ASSES E DOCUMENTACAO;CON;-23734175;-46663858;31/12/2024
MP;501670;MOVA;ASSOCIACAO CENTRO BENEFICENTE DE ASSISTENCIA SOCIAL;ASSOCIACAO CENTRO BENEFICENTE DE ASSISTENCIA SOCIAL;;SAO MIGUEL;SAO MIGUEL;AVENIDA ESTRELA DA NOITE;243;JARDIM MAIA;8180190;;;;Ativa;JARDIM HELENA;44;4403;NA;NA;NA;;08/04/2022;22022;08/04/2022;;;;RAIOS DE LUZ UNID III;CON;-23492825;-46416193;31/12/2024
PE;501672;MOVA;CONC EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;CONC EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI;;PENHA;PENHA;RUA CUMAI;92;VILA ESPERANÇA;3649040;;;;Ativa;PENHA;59;5902;NA;NA;NA;;21/07/2022;22022;21/07/2022;;;;CONC EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS;CON;-23530031;-46526807;31/12/2024
IP;501673;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS REGIAO XIV;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS REGIAO XIV;;IPIRANGA;IPIRANGA;RUA JOVENS DO SOL;128;CIDADE NOVA HELIÓPOLIS;4235050;;;;Ativa;SACOMA;68;6801;NA;NA;NA;;20/04/2023;123;20/04/2023;;;;UNAS-UNIAO NUCLEOS ASS SOC DE HELIOPOLIS E SA;CON;-23613234;-46590338;31/12/2024
IP;501674;MOVA;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XV;UNIAO DE NUCL,ASSOC DOS MORADORES DE HELIOPOLIS E REGIAO XV;;IPIRANGA;IPIRANGA;AVENIDA ALMIRANTE DELAMARE;3250;CIDADE NOVA HELIÓPOLIS;4230000;;;;Ativa;SACOMA;68;6801;NA;NA;NA;;20/04/2023;123;20/04/2023;;;;UNAS-UNIAO NUCLEOS ASS SOC DE HELIOPOLIS E SA;CON;-23613819;-46582473;31/12/2024
MP;501675;MOVA;ASS BENEFICENTE DAS MULHERES VOLUNTARIOSAS;ASS BENEFICENTE DAS MULHERES VOLUNTARIOSAS;;SAO MIGUEL;ITAIM PAULISTA;RUA JÚLIO BARBOSA DE LIMA;326;CIDADE KEMEL;8130430;;;;Ativa;ITAIM PAULISTA;36;3610;NA;NA;NA;;23/05/2023;42023;23/05/2023;;;;;CON;-23501264;-46370356;31/12/2024
MP;501676;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE;CENTRO DE EDUCACAO DA ZONA LESTE;;SAO MIGUEL;SAO MIGUEL;RUA PAPIRO-DO-EGITO;1384;JARDIM NAIR;8071050;;;;Ativa;VILA JACUI;87;8701;NA;NA;NA;;01/05/2023;12023;01/05/2023;;;;;CON;-23486466;-46463712;31/12/2024
G;501677;MOVA;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES III;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES III;;GUAIANASES;CIDADE TIRADENTES;AVENIDA DOS METALÚRGICOS;1065;CIDADE TIRADENTES;8471000;;;;Ativa;CIDADE TIRADENTES;25;2505;NA;NA;NA;;14/08/2023;12019;14/08/2023;16/07/2024;;;CASP-CENTRAL DE ASSOCIACOES E SOCIEDADES POPU;CON;-23591699;-46407047;31/12/2024
G;501678;MOVA;ASSOCIACAO BENEFICENTE COMUNITARIA BEM QUERER;ASSOCIACAO BENEFICENTE COMUNITARIA BEM QUERER;;GUAIANASES;CIDADE TIRADENTES;RUA JOSÉ PEREIRA AROUCA;15;CONJUNTO RESIDENCIAL PRESTES MAIA;8490100;;;;Ativa;CIDADE TIRADENTES;25;2501;NA;NA;NA;;14/08/2023;12018;14/08/2023;;;;;CON;-23567047;-46406866;31/12/2024
MP;501681;MOVA;CONS COMUNIT DE EDUC DO DISTR DE CURUCA E GRANDE LESTE VI;CONS COMUNIT DE EDUC DO DISTR DE CURUCA E GRANDE LESTE VI;;SAO MIGUEL;ITAIM PAULISTA;RUA SANTO ANTÔNIO DA VARGEM ALEGRE;2;JARDIM CAROLINA;8151330;;;;Ativa;VILA CURUCA;84;8407;NA;NA;NA;;23/08/2023;92023;23/08/2023;;;;CONS COMUNITARIO DE EDUCACAO DISTRITO CURUCA ;CON;-23514340;-46407725;31/12/2024
MP;501682;MOVA;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE SAO PAULO;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE SAO PAULO;;SAO MIGUEL;SAO MIGUEL;RUA IMBURANA;192;JARDIM BEATRIZ (ZONA LESTE);8245400;;;;Ativa;SAO MIGUEL;74;7408;NA;NA;NA;;06/09/2023;102023;06/09/2023;;;;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE ;CON;-23522304;-46431229;31/12/2024
MP;501683;MOVA;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE SAO PAULO;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE SAO PAULO;;SAO MIGUEL;ITAIM PAULISTA;RUA TEOFILÂNDIA;98;JARDIM INDAIÁ;8141135;;;;Criada;ITAIM PAULISTA;36;3608;NA;NA;NA;;06/09/2023;102023;06/09/2023;;;;ASSOCIACAO VIVENDO E APRENDENDO DA CIDADE DE ;CON;-23516446;-46400910;31/12/2024
IQ;501684;MOVA;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;;ITAQUERA;ITAQUERA;RUA CANÇÃO AGALOPADA;99;CONJUNTO HABITACIONAL A E CARVALHO;8225500;;;;Ativa;ITAQUERA;37;3706;NA;NA;NA;;11/10/2023;1;11/10/2023;;;;;CON;-23527616;-46460796;31/12/2024
IQ;501685;MOVA;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;;ITAQUERA;ITAQUERA;RUA LAÇOS DE OURO;400;VILA VERDE;8230620;;;;Ativa;ITAQUERA;37;3705;NA;NA;NA;;11/10/2023;1;11/10/2023;;;;;CON;-23518614;-46448422;31/12/2024
IQ;501686;MOVA;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;;ITAQUERA;ITAQUERA;RUA EDMUNDO DE PAULA COELHO;439;PARQUE GUARANI;8235790;;;;Ativa;ITAQUERA;37;3707;NA;NA;NA;;11/10/2023;1;11/10/2023;;;;;CON;-23521296;-46466597;31/12/2024
IQ;501687;MOVA;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;;ITAQUERA;ITAQUERA;RUA FLOR DA VERDADE;280;VILA VERDE;8230700;;;;Ativa;ITAQUERA;37;3705;NA;NA;NA;;11/10/2023;1;11/10/2023;;;;;CON;-23517592;-46448663;31/12/2024
IQ;501688;MOVA;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;;ITAQUERA;ITAQUERA;RUA BACURUBU;19;VILA VERDE;8230580;;;;Ativa;ITAQUERA;37;3705;NA;NA;NA;;11/10/2023;1;11/10/2023;;;;;CON;-23518976;-46445783;31/12/2024
G;501690;MOVA;INSTITUTO BATISTA BETEL;INSTITUTO BATISTA BETEL;;GUAIANASES;CIDADE TIRADENTES;AVENIDA SOUZA RAMOS;513;GUAIANAZES;8490490;;;;Ativa;CIDADE TIRADENTES;25;2503;NA;NA;NA;;28/02/2024;1;28/02/2024;;;;;CON;-23582480;-46409239;31/12/2024
G;501691;MOVA;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES V;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES V;;GUAIANASES;CIDADE TIRADENTES;RUA CACHOEIRA DA SORTE;180;CONJUNTO HABITACIONAL CASTRO ALVES;8475050;;;;Ativa;CIDADE TIRADENTES;25;2502;NA;NA;NA;;16/07/2024;2;16/07/2024;;;;CENTRAL DE ASSOCIACOES E SOCIEDADES POPULARES;CON;-23583406;-46398865;31/12/2024
PE;501694;MOVA;CENTRO DE EDUCACAO DA ZONA LESTE X;CENTRO DE EDUCACAO DA ZONA LESTE X;;PENHA;PENHA;PRACA LEONARDO DE BARROS CARVALHO;16;VILA NHOCUNE;3559090;;;;Criada;ARTUR ALVIM;5;501;NA;NA;NA;;03/10/2024;52024;03/10/2024;;;;;CON;-23543250;-46498579;31/12/2024
SA;505566;MOVA;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO V;ENTIDADE DE PROMOCAO E ASSIST SOCIAL ESPACO ABERTO V;;SANTO AMARO;CIDADE ADEMAR;RUA DOS PIRACÁS;299;BALNEÁRIO SÃO FRANCISCO;4473050;56230873;;;Ativa;PEDREIRA;58;5805;NA;NA;NA;;22/07/2017;2;05/07/2017;;;;ENTIDADE DE PROMOCAO E ASS SOCIAL ESPACO ABER;CON;-23700127;-46650912;31/12/2024
CS;505669;MOVA;ESPACO DE FORMACAO ASSESSORIA E DOCUMENTACAO IV;ESPACO DE FORMACAO ASSESSORIA E DOCUMENTACAO IV;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA DA SEREIA;19;JARDIM NOVO HORIZONTE;4856280;;;;Ativa;GRAJAU;30;3014;NA;NA;NA;;22/01/2021;82021;22/01/2021;10/06/2024;;;ESPACO FORM ASSES E DOCUMENTACAO;CON;-23779622;-46695722;31/12/2024
IP;600001;ESP CONV;AHIMSA ASSOCIACAO EDUCACIONAL PARA MULTIPLA DEFICIENCIA;AHIMSA ASSOCIACAO EDUCACIONAL PARA MULTIPLA DEFICIENCIA;;IPIRANGA;VILA MARIANA;RUA BALTAZAR LISBOA;212;VILA MARIANA;4110060;55795438;55790032;;Ativa;VILA MARIANA;90;9004;NA;NA;NA;6 A 30 ANOS- AEC, 2 E 6 MESES A 6 ANOS - CAEE;01/12/2005;2005.0.218.408.2;01/12/2005;27/12/2007;;;AHIMSA ASSOCIACAO EDUCACIONAL PARA MULTIPLA D;CON;-23585577;-46633065;31/12/2024
IP;600002;ESP CONV;ADEFAV-CENTRO DE RECURSOS EM DEFICIENCIA MULTIPLA;ADEFAV-CENTRO DE RECURSOS EM DEFICIENCIA MULTIPLA;;IPIRANGA;IPIRANGA;RUA CLEMENTE PEREIRA;286;IPIRANGA;4216060;35719511;;;Ativa;IPIRANGA;34;3402;NA;NA;NA;4 A 18 ANOS AEC, 16 A 30 ANOS IMT, 0 A 8 ANOS;13/08/2004;2004.0.179.294.0;13/08/2004;29/04/2005;;;ASSOCIACAO PARA DEFICIENTES DA AUDIO VISAO AD;CON;-23598365;-46602522;31/12/2024
IP;600003;ESP CONV;INSTITUTO EFORT DE ACAO SOCIAL CULTURAL EDUCACAO PESQUISA;INSTITUTO EFORT DE ACAO SOCIAL CULTURAL EDUCACAO PESQUISA;;IPIRANGA;VILA MARIANA;RUA CUBATÃO;971;VILA MARIANA;4013043;50837100;;;Criada;VILA MARIANA;90;9002;NA;NA;NA;6 A 14 ANOS - AEC 15 A 30 ANOS IMT;15/12/2006;2006.0.262.357.6;15/12/2006;26/09/2007;;;INSTITUTO EFORT DE ACAO SOCIAL CULTURAL EDUCA;CON;-23580243;-46641578;31/12/2024
FO;600005;ESP CONV;ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;RUA DIOGO DOMINGUES;67;VILA ALBERTINA;2731020;23373615;;;Criada;FREGUESIA DO O;29;2906;NA;NA;NA;15 A 30 ANOS - NAO MATRICULADOS NA RME - A PA;25/06/2015;2,02E+11;25/06/2015;25/06/2015;;;ASSOCIACAO NANY APPLE EM BENEFICIO DO OBESO E;CON;-23500869;-46695008;31/12/2024
IP;600006;ESP CONV;APAE - NUCLEO IPIRANGA;APAE - NUCLEO IPIRANGA;;IPIRANGA;VILA MARIANA;RUA LOEFGREEN;2109;VILA CLEMENTINO;4040033;50807032;50807009;;Criada;VILA MARIANA;90;9003;NA;NA;NA;4 A 17 ANOS CAEE 16 A 29 ANOS IMT;28/08/2003;2003.0.166.133.9;28/08/2003;31/03/2004;;;APAE;CON;-23599398;-46645181;31/12/2024
CS;600008;ESP CONV;CAMINHANDO NUCLEO DE EDUCACAO E ACAO SOCIAL;CAMINHANDO NUCLEO DE EDUCACAO E ACAO SOCIAL;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;RUA ROSÁRIA MUSARRA;90;VILA CALIFORNIAZONA SUL;4775150;55418845;;;Criada;SOCORRO;79;7903;NA;NA;NA;12 A 30 ANOS;19/10/2004;2004.0.190.683.0;19/10/2004;21/12/2004;;;CAMINHANDO NUCLEO ESPIRITA DE EDUC E INTEGRAC;CON;-23684627;-46700830;31/12/2024
SM;600009;ESP CONV;COMUNIDADE CANTINHO DA PAZ UNID I;COMUNIDADE CANTINHO DA PAZ UNID I;;SAO MATEUS;SAPOPEMBA;RUA CLENIO WANDERLEY;238;FAZENDA DA JUTA;3977520;29195501;;;Criada;SAPOPEMBA;76;7605;NA;NA;NA;;16/03/2006;2006.0.058.143.4;16/03/2006;16/03/2006;;;;CON;-23618885;-46492414;31/12/2024
PE;600013;ESP CONV;CENTRO SOCIAL NOSSA SENHORA DA PENHA CENHA;CENTRO SOCIAL NOSSA SENHORA DA PENHA CENHA;;PENHA;MOOCA;RUA FRANCISCO BUENO;384;TATUAPÉ;3077020;22938099;22964149;20911809;Criada;TATUAPE;80;8001;NA;NA;NA;6 A 29 ANOS;07/05/2004;2004.0.061.909.8;07/05/2004;20/09/2004;;;;CON;-23532733;-46583097;31/12/2024
IP;600014;ESP CONV;GRUPO BRASIL DE APOIO AO SURDOCEGO E AO MULT DEF SENSORIAL;GRUPO BRASIL DE APOIO AO SURDOCEGO E AO MULT DEF SENSORIAL;;IPIRANGA;VILA MARIANA;RUA BALTAZAR LISBOA;180;VILA MARIANA;4110061;50814633;;;Criada;VILA MARIANA;90;9004;NA;NA;NA;15 A 29 ANOS - AEC, 17 A 30 ANOS - IMT;05/10/2004;2003.0.298.099.3;05/10/2004;28/12/2004;;;GRUPO BRASIL DE APOIO AO SURDOCEGO E AO MULT ;CON;-23585834;-46633324;31/12/2024
SA;600016;ESP CONV;A ALTERNATIVA - ASS DE ASSISTENCIA AO EXCEPCIONAL;A ALTERNATIVA - ASS DE ASSISTENCIA AO EXCEPCIONAL;;SANTO AMARO;SANTO AMARO;RUA JOAQUIM NABUCO;513;BROOKLIN PAULISTA;4621000;;;;Criada;CAMPO BELO;15;1502;NA;NA;NA;18 A 3O ANOS;21/03/2005;2004.0.212.251.4;21/03/2005;10/07/2006;;;A ALTERNATIVA - ASS DE ASSISTENCIA AO EXCEPCI;CON;-23626772;-46679425;31/12/2024
IP;600017;ESP CONV;ASSOCIACAO NOSSA ESCOLA;ASSOCIACAO NOSSA ESCOLA;;IPIRANGA;VILA PRUDENTE;RUA MARQUÊS DE PRAIA GRANDE;115;VILA PRUDENTE;3129110;29659259;29658482;;Criada;VILA PRUDENTE;93;9301;NA;NA;NA;14 A 29 ANOS;08/10/2004;2004.0.058.148.1;08/10/2004;28/12/2004;;;;CON;-23578164;-46583089;31/12/2024
IP;600018;ESP CONV;INSTITUICAO BENEFICENTE NOSSO LAR;INSTITUICAO BENEFICENTE NOSSO LAR;;IPIRANGA;VILA MARIANA;PRACA FLORENCE NIGHTINGALE;56;JARDIM DA GLÓRIA;1547140;20661680;;;Criada;VILA MARIANA;90;9004;NA;NA;NA;A PARTIR DE 9 ANOS - AEC E A APRTIR DE 15 ANO;01/06/2006;2006.0.082.985.1;01/06/2006;27/12/2007;;;;CON;-23580566;-46622001;31/12/2024
BT;600019;ESP CONV;ASSOCIACAO NOVA PROJETO EDUCACAO E TRABALHO PESSOA ESP;ASSOCIACAO NOVA PROJETO EDUCACAO E TRABALHO PESSOA ESP;;BUTANTA;PINHEIROS;RUA TEXAS;1074;BROOKLIN PAULISTA;4557001;55058929;;;Criada;ITAIM BIBI;35;3503;NA;NA;NA;16 A 29 ANOS;26/10/2004;2,00E+11;26/10/2004;28/12/2004;;;ASSICIACAO NOVA PROJETO EDUCACAO E TRABALHO P;CON;-23602239;-46684740;31/12/2024
MP;600024;ESP CONV;INSTITUTO SEVERINO FABRIANI PARA CRIANCAS SURDAS;INSTITUTO SEVERINO FABRIANI PARA CRIANCAS SURDAS;;SAO MIGUEL;ITAIM PAULISTA;RUA ODILON CHAVES;39;JARDIM NAZARETH;8150560;20351824;;;Ativa;VILA CURUCA;84;8407;NA;NA;NA;A PARTIR DE 2 ANOS;09/08/2004;2004.0.114.260.0;09/08/2004;16/09/2004;;;INSTITUTO SEVERINO FABRIANI PARA CRIANCAS SUR;CON;-23515408;-46407644;31/12/2024
JT;600026;ESP CONV;ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AFISMAP;ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AFISMAP;;JACANA/TREMEMBE;JACANA/TREMEMBE;AVENIDA CORONEL SEZEFREDO FAGUNDES;5550;TUCURUVI;2306005;29952095;;;Criada;TREMEMBE;81;8102;NA;NA;NA;15 A 30 ANOS IMT;27/04/2005;2005.0.055.963.1;27/04/2005;28/07/2006;;;ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AF;CON;-23438204;-46592641;31/12/2024
SA;600027;ESP CONV;SHALOM - LIGA ISRAELITA DO BRASIL;SHALOM - LIGA ISRAELITA DO BRASIL;;SANTO AMARO;SANTO AMARO;RUA BARÃO DE AGUIAR;108;PARQUE COLONIAL;4611040;50115042;50125042;;Criada;CAMPO BELO;15;1502;NA;NA;NA;A PARTIR DE 14 ANOS;14/03/2007;2006.0.168.819.4;14/03/2007;22/09/2011;;;;CON;-23617790;-46664792;31/12/2024
IQ;600029;ESP CONV;CENTRO DE ACAO SOCIAL ESPACO LIVRE;CENTRO DE ACAO SOCIAL ESPACO LIVRE;;ITAQUERA;ITAQUERA;RUA UVILHA;180;JARDIM SANTA MARIA;3574090;27275094;;;Criada;CIDADE LIDER;24;2401;NA;NA;NA;7 A 3O ANOS - AEC E DE 12 A 30 ANOS IMT;23/01/2006;2005.0.312.653.1;23/01/2006;19/12/2008;;;;CON;-23555009;-46511980;31/12/2024
IQ;600030;ESP CONV;LAR MAE DO DIVINO AMOR;LAR MAE DO DIVINO AMOR;;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;RUA FRANCISCO ZICARDI;420;JARDIM ANÁLIA FRANCO;3335090;26717677;26720485;26715047;Criada;VILA FORMOSA;85;8501;NA;NA;NA;2016 - DO 2 AO 5 ANO/2017 - DO 3 AO 5 ANO/IMT;08/06/2006;2006.0.095.880.5;08/06/2006;24/06/2008;;;;CON;-23557608;-46566614;31/12/2024
SM;600035;ESP CONV;INSTITUTO MATER DEI;INSTITUTO MATER DEI;;SAO MATEUS;SAO MATEUS;AVENIDA LUÍS PIRES DE MINAS;716;CIDADE CENTENÁRIO;3933070;27213301;;;Criada;SAO MATEUS;73;7309;NA;NA;NA;14 A 29 ANOS;30/12/2004;2004.0.240.287.8;30/12/2004;30/12/2004;;;;CON;-23588234;-46500459;31/12/2024
PE;600037;ESP CONV;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO-UNID I;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO-UNID I;;PENHA;ERMELINO MATARAZZO;RUA MIGUEL RACHID;596;VILA PARANAGUÁ;3808130;25460998;;;Criada;ERMELINO MATARAZZO;28;2803;NA;NA;NA;6 A14 ANOS;29/04/2005;2005.0.057.316.2;29/04/2005;29/04/2005;;;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO M;CON;-23493743;-46473362;31/12/2024
CL;600039;ESP CONV;ASSOCIACAO BENEFICENTE GUAINUMBI;ASSOCIACAO BENEFICENTE GUAINUMBI;;CAMPO LIMPO;M'BOI MIRIM;RUA EMANUEL LIST;96;CHÁCARA FLÓRIDA;4949175;58957501;;;Criada;JARDIM ANGELA;43;4309;NA;NA;NA;15 A 30 ANOS;15/09/2003;2003.0.118.973.7;15/09/2003;15/09/2003;;;;CON;-23725378;-46772508;31/12/2024
MP;600047;ESP CONV;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO-UNIDII;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO MATARAZZO-UNIDII;;SAO MIGUEL;SAO MIGUEL;RUA RIO ARAÚJO;556;UNIÃO DE VILA NOVA;8072000;29560751;;;Criada;SAO MIGUEL;74;7401;NA;NA;NA;4 A 21 A;18/12/2008;2005.0.057.316.2;18/12/2008;18/12/2008;;;ASSOCIACAO CASA DOS DEFICIENTES DE ERMELINO M;CON;-23491318;-46456757;31/12/2024
PE;600050;ESP CONV;AACD - ASS DE ASS A CRIANCA DEFICIENTE - UNID MOOCA;AACD - ASS DE ASS A CRIANCA DEFICIENTE - UNID MOOCA;;PENHA;MOOCA;RUA TAQUARI;549;MOOCA;3166000;20816191;20816171;;Criada;MOOCA;53;5302;NA;NA;NA;;01/06/2008;2008.0.377.099.1;01/06/2008;24/10/2011;;;AACD - ASS DE ASS A CRIANCA DEFICIENTE - UNID;CON;-23551179;-46597680;31/12/2024
CS;600051;ESP CONV;APAE - NUCLEO CAPELA DO SOCORRO;APAE - NUCLEO CAPELA DO SOCORRO;;CAPELA DO SOCORRO;CAPELA DO SOCORRO;AVENIDA RUBENS MONTANARO DE BORBA;477;JARDIM REGIS;4811120;56606623;;;Criada;CIDADE DUTRA;23;2303;NA;NA;NA;4A A 17A;17/04/2012;2,01E+11;17/04/2012;17/04/2012;;;APAE;CON;-23710396;-46692984;31/12/2024
CL;600052;ESP CONV;APAE - NUCLEO CAMPO LIMPO;APAE - NUCLEO CAMPO LIMPO;;CAMPO LIMPO;CAMPO LIMPO;RUA ANTÔNIO RAMOS ROSA;651;PARQUE SANTO ANTÔNIO;5822010;;;;Criada;CAMPO LIMPO;46;4603;NA;NA;NA;;18/03/2014;2,01E+11;18/03/2014;18/03/2014;;;APAE;CON;-23661350;-46748448;31/12/2024
PJ;600056;ESP CONV;APAE - NUCLEO PIRITUBA;APAE - NUCLEO PIRITUBA;;PIRITUBA;LAPA;RUA DOM JOÃO V;164;LAPA;5075060;39425184;50807000;;Criada;LAPA;48;4802;NA;NA;NA;;07/10/2015;2,01E+11;07/10/2015;;;;;CON;-23520670;-46709689;31/12/2024
PJ;609675;ESC.PART.;DOCE APRENDER, E.E.I.;DOCE APRENDER, E.E.I.;;PIRITUBA;PIRITUBA;AVENIDA AGENOR COUTO DE MAGALHÃES;433;JARDIM REGINA;5174000;39035306;;;Criada;PIRITUBA;63;6301;35007938;NA;NA;4 MESES A 5 ANOS E 11 MESES;05/05/2021;62;26/04/2021;;05/05/2021;;;PAR;-23481267;-46741203;31/12/2024
BT;700000;CEU AT COM;BUTANTA - ELIZABETH GASPAR TUNALA, PROFA.;BUTANTA - ELIZABETH GASPAR TUNALA, PROFA.;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5588001;37324500;;37324550;Ativa;RIO PEQUENO;67;6704;35455714;NA;NA;;06/02/2003;42832;06/02/2003;;;;;DIR;-23582410;-46750791;31/12/2024
BT;700001;CEU AT COM;UIRAPURU;UIRAPURU;UIRAPURU;BUTANTA;BUTANTA;RUA NAZIR MIGUEL;849;JARDIM PAULO VI;5570030;37823143;;;Ativa;RAPOSO TAVARES;65;6505;35455623;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23600301;-46789110;31/12/2024
CL;700002;CEU AT COM;CASA BLANCA - SOLON BORGES DOS REIS, PROF.;CASA BLANCA - SOLON BORGES DOS REIS, PROF.;CASA BLANCA;CAMPO LIMPO;M'BOI MIRIM;RUA JOÃO DAMASCENO;85;VILA DAS BELEZAS;5841160;55195214;55195207;;Ativa;JARDIM SAO LUIS;46;4601;35455573;NA;1,62000e+14;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23646711;-46744385;31/12/2024
CL;700003;CEU AT COM;CAMPO LIMPO - DOM AGNELO ROSSI, CARDEAL;CAMPO LIMPO - DOM AGNELO ROSSI, CARDEAL;CAMPO LIMPO;CAMPO LIMPO;CAMPO LIMPO;AVENIDA CARLOS LACERDA;678;PIRAJUSSARA;5789000;58434800;58434800;;Ativa;CAMPO LIMPO;17;1706;35455751;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23636850;-46779455;31/12/2024
CL;700004;CEU AT COM;FEITICO DA VILA - JOSE FREITAS NOBRE, DEP., PROF.;FEITICO DA VILA - JOSE FREITAS NOBRE, DEP., PROF.;FEITICO DA VILA;CAMPO LIMPO;CAMPO LIMPO;RUA FEITICO DA VILA;399;CHÁCARA SANTA MARIA;5879000;33976550;;;Ativa;CAPAO REDONDO;19;1907;35455775;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;FEITICO DA VILA - JOSE FREITAS NOBRE, DEP., P;DIR;-23685887;-46793056;31/12/2024
CL;700005;CEU AT COM;GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN;GUARAPIRANGA - FLORINDA LOTAIF SCHAHIN;GUARAPIRANGA;CAMPO LIMPO;M'BOI MIRIM;ESTRADA DA BARONESA;1120;PARQUE BOLOGNE;4941175;33979570;;;Ativa;JARDIM ANGELA;43;4305;35455684;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23697715;-46765063;31/12/2024
CL;700006;CEU AT COM;CANTOS DO AMANHECER;CANTOS DO AMANHECER;CANTOS DO AMANHECER;CAMPO LIMPO;CAMPO LIMPO;AVENIDA CANTOS DO AMANHECER;NA;JARDIM ELEDY;5856020;33979720;;;Ativa;CAMPO LIMPO;17;1706;35455544;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23649228;-46785744;31/12/2024
CL;700007;CEU AT COM;VILA DO SOL;VILA DO SOL;VILA DO SOL;CAMPO LIMPO;M'BOI MIRIM;AVENIDA DOS FUNCIONÁRIOS PÚBLICOS;369;VILA DO SOL;4962000;33979800;;;Ativa;JARDIM ANGELA;43;4307;35455885;NA;NA;;18/05/2011;1,00E+20;18/05/2011;;;;;DIR;-23733304;-46783513;31/12/2024
